6337f23d2f5c6d096f4b03e39531248a,Resource type=Schema,Type: Specification,Purpose: Research,Scope: Formats=pdf,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=musicology,Target audience=researchers
dfc1d0e0021d351cbab6a1a46563a1fe,Resource type=Schema,Type: Specification,Purpose: Research,Scope: Formats=xml,Scope: Formats=rng,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=music annotation,Target audience=researchers
