0179bf3894134d07caca0d2209bf5374,Resource type=Project,Purpose: Research,Scope: MO type=Signal,Scope: Object type=Audio,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=audio classification,Situation/Task=audio beat tracking,Situation/Task=audio chord estimation,Situation/Task=audio cover song identification,Situation/Task=audio downbeat estimation,Situation/Task=audio key detection,Situation/Task=audio onset detection,Situation/Task=audio tempo estimation,Situation/Task=automatic lyrics-to-audio alignment,Situation/Task=drum transcription,Situation/Task=multiple fundamental frequency estimation & tracking,Situation/Task=real-time audio to score alignment (a.k.a score following),Situation/Task=structural segmentation,Situation/Task=discovery of repeated themes & sections,Situation/Task=audio fingerprinting,Situation/Task=set list identification,Situation/Task=singing voice separation,Situation/Task=audio offset detection,Situation/Task=audio tag classification,Situation/Task=audio music similarity and retrieval,Situation/Task=symbolic melodic similarity,Situation/Task=query by singing/humming,Situation/Task=audio melody extraction,Situation/Task=query by tapping,Target audience=researchers
d7af9ebffa01234a93d896ac6601c3f0,Resource type=Project,Purpose: Research,Scope: MO type=Score,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=musical pattern matching,Situation/Task=music information retrieval,Situation/Task=audio pattern matching,Situation/Task=psychological testing,Situation/Task=network analysis,Target audience=researchers
720c7022b3c7dee504be45fbaab12d96,Resource type=Project
